key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trialsInst.thisRepN,trialsInst.thisTrialN,trialsInst.thisN,trialsInst.thisIndex,trialsInst.ran,infoType,thisWord,thisColor,condition,corrAns,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.keys,key_resp_6.rt
space,1.8338,space,1.5966,1,1.0674,0,0,0,0,1,instructions,RED,red,congruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,0,1.3809,0,1,1,1,1,instructions,YELLOW,yellow,incongruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,2,0.7612,0,2,2,2,1,instructions,YELLOW,blue,incongruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,9,0.7361,0,3,3,3,1,instructions,RED,green,congruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,space,2.431,9,0.7733,0,0,0,5,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.7977,0,1,1,4,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4941,0,2,2,14,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.5157,0,3,3,9,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.6506,0,4,4,7,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.5465,0,5,5,12,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.6352,0,6,6,2,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.7479,0,7,7,15,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,0,8,8,13,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,1.1982,0,9,9,3,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.9984,0,10,10,1,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,0,11,11,11,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.8529,0,12,12,0,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.6591,0,13,13,10,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.4549,0,14,14,6,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4227,0,15,15,8,1,,
,,,,,,,,,,,trial,GREEN,red,incongruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.626,1,0,16,14,1,,
,,,,,,,,,,,trial,BLUE,green,incongruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.6093,1,1,17,5,1,,
,,,,,,,,,,,trial,RED,green,incongruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,1,2,18,12,1,,
,,,,,,,,,,,trial,RED,blue,incongruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.667,1,3,19,4,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.7921,1,4,20,1,1,,
,,,,,,,,,,,trial,BLUE,yellow,incongruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.986,1,5,21,13,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,1.1307,1,6,22,11,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4686,1,7,23,8,1,,
,,,,,,,,,,,trial,RED,red,congruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4988,1,8,24,0,1,,
,,,,,,,,,,,trial,GREEN,yellow,incongruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.4003,1,9,25,6,1,,
,,,,,,,,,,,trial,YELLOW,blue,incongruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,2,0.5512,1,10,26,15,1,,
,,,,,,,,,,,trial,BLUE,blue,congruent,2,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.4694,1,11,27,9,1,,
,,,,,,,,,,,trial,YELLOW,red,incongruent,1,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,1,0.5315,1,12,28,7,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.5329,1,13,29,2,1,,
,,,,,,,,,,,trial,YELLOW,yellow,congruent,0,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,0,0.6801,1,14,30,3,1,,
,,,,,,,,,,,trial,GREEN,green,congruent,9,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,9,0.7903,1,15,31,10,1,,
,,,,,,,,,,,,,,,,2,2022-03-05_12h34.55.257,stroop,2021.1.4,MacIntel,120.0048002,,,,,,,,,,space,0.7359
